0	0
0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.44	0
0.49	0
0.54	0
0.59	0
0.64	0
0.69	0
0.74	0
0.79	0
0.84	0
0.88	0
0.93	0
0.98	0
1.03	0
1.08	0
1.13	0
1.18	0
1.23	0
1.27	0
1.32	0
1.37	0
1.42	0
1.47	0
1.52	0
1.57	0
1.62	0
1.67	0
1.71	0
1.76	0
1.81	0
1.86	0
1.91	0
1.96	0
2.02	0.085
2.06	0.68
2.1	1.19
2.15	1.785
2.2	2.465
2.25	3.06
2.3	3.655
2.35	4.25
2.4	4.845
2.45	5.44
2.5	6.035
2.54	6.46
2.59	7.055
2.64	7.565
2.69	8.075
2.74	8.67
2.79	9.18
2.84	9.69
2.89	10.2
2.93	10.625
2.98	11.135
3.03	11.645
3.08	12.155
3.13	12.665
3.18	13.175
3.23	13.77
3.28	14.28
3.33	14.79
3.37	15.3
3.42	15.895
3.47	16.49
3.52	17.085
3.57	17.765
3.62	18.445
3.67	19.21
3.72	20.06
3.76	20.74
3.81	21.76
3.86	22.865
3.91	24.14
3.96	25.585
4.01	27.37
4.06	28.9
4.1	30.685
4.16	33.32
4.2	36.465
4.25	40.97
4.3	46.665
4.35	54.332
4.39	62.9
4.44	71.995
4.49	79.985
4.54	86.275
4.59	90.525
4.64	93.33
4.69	94.945
4.74	95.54
4.79	95.37
4.84	94.605
4.89	93.33
4.94	91.715
4.98	89.93
5.03	87.805
5.08	85.255
5.13	82.45
5.18	79.475
5.23	76.67
5.28	73.355
5.33	70.04
5.38	66.555
5.42	63.4355
5.47	59.9165
5.52	56.37115
5.57	52.802
5.62	49.2065
5.67	45.9
5.72	42.245
5.77	38.505
5.82	34.595
5.86	31.025
5.91	26.86
5.96	22.78
6.01	18.53
6.06	14.365
6.11	10.455
6.15	7.31
6.2	4.08
6.25	1.36
6.3	-1.02
6.35	-3.06
6.4	-4.845
6.45	-6.375
6.5	-7.65
6.55	-8.755
6.59	-9.52
6.64	-10.37
6.69	-11.05
6.74	-11.73
6.79	-12.24
6.84	-12.665
6.89	-13.09
6.94	-13.345
6.98	-13.6
7.03	-13.855
7.08	-14.025
7.13	-14.195
7.18	-14.365
7.23	-14.45
7.28	-14.535
7.33	-14.62
7.38	-14.705
7.42	-14.705
7.47	-14.705
7.52	-14.705
7.57	-14.705
7.62	-14.705
7.67	-14.705
7.72	-14.62
7.77	-14.62
7.81	-14.535
7.86	-14.45
7.91	-14.45
7.96	-14.365
8.01	-14.28
8.06	-14.195
8.11	-14.11
8.16	-14.025
8.21	-13.94
8.25	-13.855
8.3	-13.77
8.35	-13.685
8.4	-13.6
8.45	-13.515
8.5	-13.345
8.55	-13.26
8.6	-13.175
8.64	-13.09
8.69	-13.005
8.74	-12.835
8.79	-12.75
8.84	-12.665
8.89	-12.495
8.94	-12.41
8.99	-12.24
9.04	-12.155
9.08	-12.07
9.13	-11.985
9.18	-11.815
9.23	-11.73
9.28	-11.56
9.33	-11.475
9.38	-11.39
9.43	-11.22
9.48	-11.135
9.52	-11.05
9.57	-10.88
9.62	-10.795
9.67	-10.625
9.72	-10.54
9.77	-10.455
9.82	-10.285
9.87	-10.2
9.91	-10.115
9.96	-9.945
10	-9.86
10.1	-9.775
10.1	-9.605
10.2	-9.52
10.2	-9.435
10.3	-9.265
10.3	-9.18
10.4	-9.095
10.4	-9.01
10.5	-8.925
10.5	-8.755
10.6	-8.67
10.6	-8.585
10.7	-8.415
10.7	-8.33
10.7	-8.245
10.8	-8.16
10.8	-8.075
10.9	-7.99
10.9	-7.82
11	-7.735
11	-7.65
11.1	-7.565
11.1	-7.48
11.2	-7.395
11.2	-7.31
11.3	-7.225
11.3	-7.14
11.4	-6.97
11.4	-6.885
11.5	-6.8
11.5	-6.715
11.6	-6.63
11.6	-6.545
11.7	-6.46
11.7	-6.375
11.8	-6.29
11.8	-6.205
11.9	-6.12
11.9	-6.035
12	-5.95
12	-5.95
12.1	-5.865
12.1	-5.78
12.2	-5.695
12.2	-5.61
12.3	-5.525
12.3	-5.44
12.4	-5.355
12.4	-5.355
12.5	-5.27
12.5	-5.185
12.6	-5.1
12.6	-5.015
12.7	-4.93
12.7	-4.845
12.8	-4.845
12.8	-4.76
12.8	-4.675
12.9	-4.59
12.9	-4.59
13	-4.505
13	-4.42
13.1	-4.335
13.1	-4.335
13.2	-4.25
13.2	-4.165
13.3	-4.165
13.3	-4.08
13.4	-3.995
13.4	-3.995
13.5	-3.91
13.5	-3.825
13.6	-3.825
13.6	-3.74
13.7	-3.74
13.7	-3.655
13.8	-3.57
13.8	-3.57
13.9	-3.485
13.9	-3.485
14	-3.4
14	-3.315
14.1	-3.315
14.1	-3.23
14.2	-3.23
14.2	-3.145
14.3	-3.145
14.3	-3.06
14.4	-3.06
14.4	-2.975
14.5	-2.975
14.5	-2.89
14.6	-2.89
14.6	-2.805
14.7	-2.805
14.7	-2.72
14.8	-2.72
14.8	-2.635
14.9	-2.635
14.9	-2.635
14.9	-2.55
15	-2.55
15	-2.465
15.1	-2.465
15.1	-2.38
15.2	-2.38
15.2	-2.38
15.3	-2.295
15.3	-2.295
15.4	-2.21
15.4	-2.21
15.5	-2.21
15.5	-2.125
15.6	-2.125
15.6	-2.04
15.7	-2.04
15.7	-2.04
15.8	-1.955
15.8	-1.955
15.9	-1.955
15.9	-1.87
16	-1.87
16	-1.87
16.1	-1.785
16.1	-1.785
16.2	-1.785
16.2	-1.785
16.3	-1.7
16.3	-1.7
16.4	-1.7
16.4	-1.615
16.5	-1.615
16.5	-1.615
16.6	-1.615
16.6	-1.53
16.7	-1.53
16.7	-1.53
16.8	-1.445
16.8	-1.445
16.9	-1.445
16.9	-1.445
17	-1.36
17	-1.36
17	-1.36
17.1	-1.36
17.1	-1.36
17.2	-1.275
17.2	-1.275
17.3	-1.275
17.3	-1.275
17.4	-1.19
17.4	-1.19
17.5	-1.19
17.5	-1.19
17.6	-1.19
17.6	-1.105
17.7	-1.105
17.7	-1.105
17.8	-1.105
17.8	-1.105
17.9	-1.02
17.9	-1.02
18	-1.02
18	-1.02
18.1	-1.02
18.1	-1.02
18.2	-0.935
18.2	-0.935
18.3	-0.935
18.3	-0.935
18.4	-0.935
18.4	-0.935
18.5	-0.85
18.5	-0.85
18.6	-0.85
18.6	-0.85
18.7	-0.85
18.7	-0.85
18.8	-0.85
18.8	-0.765
18.9	-0.765
18.9	-0.765
19	-0.765
19	-0.765
19.1	-0.765
19.1	-0.765
19.1	-0.68
19.2	-0.68
19.2	-0.68
19.3	-0.68
19.3	-0.68
19.4	-0.68
19.4	-0.68
19.5	-0.68
19.5	-0.68
19.6	-0.595
19.6	-0.595
19.7	-0.595
19.7	-0.595
19.8	-0.595
19.8	-0.595
19.9	-0.595
19.9	-0.595
20	-0.595
20	-0.51
20.1	-0.51
20.1	-0.51
20.2	-0.51
20.2	-0.51
20.3	-0.51
20.3	-0.51
20.4	-0.51
20.4	-0.51
20.5	-0.51
20.5	-0.51
20.6	-0.425
20.6	-0.425
20.7	-0.425
20.7	-0.425
20.8	-0.425
20.8	-0.425
20.9	-0.425
20.9	-0.425
21	-0.425
21	-0.425
21.1	-0.425
21.1	-0.425
21.1	-0.425
21.2	-0.425
21.2	-0.34
21.3	-0.34
21.3	-0.34
